45	19
17	3
51	16
8	14
56	8
58	18
88	13
88	2
71	20
94	13
22	15
13	18
84	17
73	18
19	9
61	5
92	7
91	2
23	18
97	20
30	16
73	8
91	1
33	8
37	1
61	14
45	1
35	9
38	1
21	16
24	5
54	1
34	12
74	10
41	2
41	6
8	18
65	15
69	2
58	7
45	20
96	15
56	3
16	13
91	8
64	8
16	4
81	15
29	16
43	1
49	3
25	13
74	2
68	8
40	9
15	17
26	12
46	14
47	13
66	19
3	16
35	4
81	19
5	11
54	10
61	19
6	19
22	15
32	1
16	2
59	14
90	5
86	18
1	15
30	6
34	4
84	4
3	17
30	19
69	13
16	1
31	12
37	20
15	10
95	20
34	10
11	6
24	11
34	12
91	6
47	6
100	10
36	1
50	3
45	10
67	8
38	9
71	5
94	4
1	12
4	20
42	12
1	14
6	17
39	6
15	13
89	4
8	3
99	7
34	1
98	15
84	5
96	20
66	20
11	2
87	9
53	11
78	1
88	12
89	12
77	12
42	5
59	7
27	2
17	4
20	20
97	6
74	19
77	4
6	12
13	13
86	12
85	9
30	5
14	7
60	16
91	2
94	9
0	7
96	17
48	7
61	15
93	18
78	15
59	13
38	9
3	17
35	20
1	6
50	19
63	4
43	4
41	1
14	17
53	6
90	18
82	17
92	11
16	20
76	10
1	12
1	13
32	6
79	3
47	3
63	11
0	10
95	1
58	1
69	2
85	1
7	8
80	2
83	13
22	12
45	18
41	12
60	2
42	2
37	11
30	16
61	15
56	13
19	19
81	13
41	14
69	7
14	2
36	14
70	1
21	11
89	19
14	11
70	11
88	18
17	4
97	2
77	1
57	20
43	16
98	16
73	12
20	19
93	15
37	8
23	11
60	7
63	19
5	12
32	4
0	13
23	4
62	5
42	16
39	4
55	18
81	18
89	3
5	13
69	8
90	18
46	11
52	12
25	1
91	8
80	10
39	7
55	15
52	16
33	3
74	6
77	1
58	8
38	9
9	5
24	4
70	13
43	16
62	17
47	3
12	19
28	1
52	12
94	19
20	9
57	3
47	14
35	6
33	16
73	13
24	5
20	3
26	1
82	20
90	18
71	17
92	14
33	5
94	2
75	18
82	15
84	17
69	5
83	13
32	9
6	10
61	15
97	6
20	10
68	14
89	20
0	18
86	4
6	9
96	16
54	11
31	1
39	16
72	20
34	18
16	9
81	5
56	15
62	17
64	15
61	5
80	7
44	2
74	6
31	18
64	18
35	14
8	17
95	2
4	18
25	16
38	4
59	19
31	3
70	20
13	6
35	17
68	16
19	2
89	15
6	9
95	4
48	10
94	12
7	9
14	10
64	13
56	19
62	8
85	10
45	3
20	15
28	17
11	10
89	7
6	7
22	1
91	4
97	5
5	20
14	9
8	16
10	13
66	13
87	12
44	18
47	6
21	18
42	11
100	3
92	17
29	3
74	12
38	19
48	3
40	7
85	13
95	7
58	19
81	5
50	11
47	8
36	15
8	9
54	8
9	5
66	4
9	5
94	2
84	10
69	18
90	10
84	17
40	11
33	17
80	5
15	15
49	18
34	18
74	2
35	12
38	4
28	9
42	18
29	16
25	4
93	11
67	13
7	6
8	2
18	6
15	20
24	19
67	8
62	3
20	8
97	7
57	18
95	6
9	6
25	11
26	6
32	16
25	2
14	1
51	9
6	18
10	5
58	15
29	5
72	12
96	6
82	18
31	20
58	16
6	7
48	12
94	7
19	4
34	10
52	7
70	12
9	12
21	6
7	14
72	5
77	1
24	12
80	14
41	7
22	16
45	3
27	2
63	5
7	11
45	4
16	6
72	18
39	1
55	5
48	14
35	14
1	3
76	15
10	1
95	7
98	13
63	3
46	1
55	14
38	1
31	6
41	3
36	17
83	19
39	8
18	2
92	16
1	15
6	18
34	15
17	8
64	12
56	15
3	2
97	1
66	16
4	20
1	11
51	15
58	10
5	12
9	17
50	5
29	10
72	2
66	16
24	3
98	16
19	13
7	6
50	18
34	14
50	19
2	10
7	10
95	6
51	6
11	18
99	16
51	9
0	17
76	2
56	1
85	1
74	2
25	2
71	4
23	2
88	8
25	9
29	10
72	20
95	13
60	20
67	14
67	11
10	18
73	3
88	6
1	6
38	4
41	19
67	9
19	17
19	9
16	14
81	19
59	4
78	20
0	5
82	14
9	13
19	17
80	15
61	7
60	3
97	13
73	17
9	9
52	17
91	3
74	3
2	8
84	15
46	19
34	7
76	5
10	12
42	9
91	18
92	13
51	2
96	17
39	9
46	14
34	1
17	10
82	16
48	5
3	9
75	11
28	9
35	20
80	20
55	8
37	12
3	7
46	13
53	20
83	5
0	8
35	13
0	9
13	18
63	8
86	19
57	20
16	20
37	3
32	2
68	6
79	2
50	5
97	7
52	20
66	14
81	18
2	17
22	5
28	18
63	15
78	2
31	13
80	5
13	20
54	1
8	6
8	2
76	9
78	6
83	17
91	7
59	8
96	4
93	14
37	8
88	20
68	15
39	5
52	8
73	3
13	11
37	8
71	1
72	6
27	1
7	11
85	12
12	9
74	18
39	13
40	16
39	15
33	8
13	10
45	19
61	11
45	7
84	11
83	1
74	3
71	11
2	9
35	4
72	8
100	7
45	11
61	2
27	15
82	8
30	10
33	11
17	9
22	16
21	4
90	20
46	1
24	17
79	15
93	2
49	12
47	3
53	5
36	10
22	3
70	3
7	5
24	6
33	6
55	1
61	18
3	14
65	11
81	1
15	18
87	7
96	2
65	1
56	15
13	3
81	4
69	16
97	5
12	7
91	7
94	1
30	11
27	18
45	13
71	6
95	1
55	7
19	10
3	11
43	14
14	1
32	5
91	17
11	1
42	14
17	2
7	12
2	18
57	16
1	16
56	19
61	5
55	19
62	3
36	10
84	6
90	12
97	4
66	10
33	10
8	19
83	12
30	13
58	13
38	8
74	20
0	9
13	18
56	6
39	20
22	8
21	16
85	11
34	12
68	15
34	5
62	10
37	10
75	6
12	4
50	18
94	11
25	11
49	8
64	1
73	10
57	3
36	12
70	3
79	8
43	18
23	14
56	1
58	16
14	12
48	12
8	17
85	7
97	10
77	13
83	7
39	17
81	20
39	17
20	15
59	1
10	9
9	13
3	12
13	10
55	10
5	12
36	20
2	13
39	5
8	6
53	15
98	11
30	13
47	13
41	1
25	6
43	10
85	16
24	18
8	15
4	20
76	19
89	4
23	19
93	1
58	1
89	15
86	2
73	9
12	11
40	7
35	9
58	2
10	7
17	9
44	20
20	5
13	14
91	9
15	11
92	14
84	13
26	9
99	12
3	13
28	5
40	1
5	19
94	11
29	11
87	18
87	6
24	18
26	11
17	5
9	3
29	2
78	8
9	13
77	14
20	14
75	6
43	10
60	6
23	16
27	17
12	15
66	19
36	4
3	1
27	17
62	19
67	2
58	10
26	2
97	15
8	9
82	10
76	16
10	10
10	9
60	13
10	8
70	15
40	9
78	2
16	3
91	10
18	2
41	5
74	9
61	7
69	9
23	16
45	7
46	7
77	19
90	4
10	5
44	7
93	2
3	14
24	20
80	19
96	3
89	8
14	17
12	8
50	8
62	11
79	15
59	5
27	6
28	14
77	5
85	15
41	4
57	8
44	2
84	1
19	3
93	11
9	19
32	4
11	18
81	5
59	13
33	9
56	17
8	18
48	1
73	9
88	13
2	7
26	20
8	5
97	5
29	7
17	7
38	12
22	18
75	12
11	2
15	3
7	7
15	17
40	17
75	14
70	6
47	3
46	7
59	18
3	19
14	12
52	10
71	19
35	15
40	16
48	9
61	17
36	3
44	14
27	10
29	8
95	9
74	14
66	9
48	1
46	2
9	13
75	15
9	14
10	14
3	20
26	8
4	1
24	6
4	19
44	14
43	17
45	5
36	8
39	10
9	4
82	5
86	4
89	7
58	5
90	3
45	9
39	6
50	2
17	11
26	20
62	13
27	10
59	7
77	12
55	18
98	10
80	2
57	10
92	5
10	16
81	14
27	18
23	20
61	19
25	4
13	19
35	10
82	19
72	9
83	13
45	17
74	20
64	9
15	4
55	14
81	14
64	6
54	9
8	4
67	18
98	19
91	13
33	6
64	17
85	13
17	18
86	13
74	19
40	5
91	11
91	11
65	1
47	1
10	7
72	11
6	8
25	16
0	13
76	4
33	13
31	15
27	20
99	14
56	15
61	8
96	16
0	13
10	12
17	15
36	2
89	7
93	12
64	20
60	2
88	8
88	16
77	3
97	13
57	12
95	8
74	11
100	15
78	5
81	18
98	6
16	6
53	2
15	6
52	13
59	2
41	17
30	5
28	10
38	10
32	3
40	10
62	10
32	13
82	9
77	19
84	1
1	12
14	8
46	13
1	7
60	4
60	6
98	17
40	16
38	15
91	1
61	10
89	5
97	18
69	18
15	9
91	19
82	16
88	18
11	16
20	9
98	1
96	1
70	19
50	15
78	20
93	4
37	14
69	12
46	7
39	17
14	13
19	20
39	16
34	2
19	6
73	16
40	12
79	13
67	4
47	18
9	6
79	10
86	1
77	14
95	20
6	10
94	1
82	18
64	17
54	8
46	12
51	5
99	13
5	14
52	10
63	13
56	6
61	3
22	20
70	2
61	20
87	10
0	15
73	10
96	10
40	11
89	12
13	2
99	5
1	14
18	12
53	1
23	20
72	19
25	10
19	5
74	14
9	12
84	2
42	3
44	9
11	17
10	15
27	3
37	20
9	16
27	13
42	13
5	7
22	17
90	8
4	11
27	9
99	12
24	12
7	7
72	13
73	18
83	11
96	6
64	4
8	18
44	14
86	15
75	2
0	12
9	3
87	7
22	6
47	17
32	19
13	13
53	10
10	11
65	9
5	9
26	6
100	16
73	20
18	13
31	17
72	8
89	2
88	7
39	16
67	9
96	8
3	13
29	9
21	14
24	18
82	1
56	13
8	1
53	8
5	2
94	19
76	6
51	9
86	1
21	15
74	16
93	16
39	13
4	16
10	9
64	10
15	19
60	12
6	13
1	20
93	9
66	19
54	17
59	14
46	13
97	10
97	19
62	19
77	10
57	11
51	12
29	1
58	2
10	6
43	9
7	4
81	20
18	14
4	3
26	6
34	14
23	17
71	6
0	17
81	6
57	17
69	2
78	3
65	12
64	19
73	16
36	9
15	12
12	3
43	1
68	4
61	11
77	2
100	13
87	16
0	3
49	12
94	7
98	15
14	5
6	15
34	14
90	20
99	12
79	17
98	10
23	20
49	12
43	10
80	17
98	4
33	3
10	14
53	1
97	1
30	13
91	9
54	17
88	14
88	6
96	10
95	20
54	11
62	2
14	5
35	3
58	19
14	19
43	15
43	15
47	13
17	1
77	14
13	19
7	6
65	1
54	19
42	16
19	3
24	3
46	15
56	16
79	16
43	20
63	12
51	5
87	19
30	5
100	3
53	12
14	7
4	19
53	1
24	13
15	5
45	20
79	14
55	10
1	20
71	17
33	1
46	12
79	11
76	14
6	3
46	6
19	16
24	6
87	15
35	19
57	14
76	2
23	13
71	16
70	19
74	12
63	18
16	16
73	5
32	16
56	6
66	12
86	18
29	14
84	14
19	9
41	1
93	8
79	12
53	11
49	11
27	12
85	8
77	19
90	18
63	2
93	2
2	12
33	4
79	10
3	6
23	5
99	3
91	9
19	17
30	14
19	6
38	1
65	9
8	19
6	1
48	8
20	4
56	7
53	15
38	12
28	14
69	14
93	6
97	5
40	7
39	3
43	18
27	7
32	12
77	1
81	13
95	18
8	13
63	5
86	2
30	8
79	8
92	9
19	18
7	15
85	10
97	13
96	7
11	1
24	18
68	3
31	10
30	11
89	4
3	7
76	3
10	11
37	15
17	20
74	13
11	4
44	8
97	20
60	17
85	17
51	5
94	4
39	9
75	17
17	5
6	5
31	15
72	5
66	17
87	10
14	15
71	5
16	13
61	17
4	15
5	1
24	4
63	13
14	6
96	5
78	13
59	1
62	6
80	9
24	9
6	16
85	17
53	17
77	6
20	5
33	7
8	20
87	2
65	15
63	6
90	10
70	5
78	11
0	6
9	12
14	16
87	4
16	5
29	15
45	12
99	16
5	2
26	17
50	19
90	18
90	11
14	20
35	14
93	4
81	9
74	1
13	5
59	10
47	3
52	12
89	1
92	3
93	19
82	3
6	17
6	15
77	10
74	16
88	2
45	3
5	5
68	1
34	12
85	4
39	17
30	3
8	1
40	16
84	19
40	20
8	4
22	20
72	7
88	5
74	19
25	6
6	5
80	3
13	15
39	15
65	3
76	12
21	9
26	19
87	2
96	6
37	14
26	2
23	20
41	13
4	11
52	16
97	8
0	16
69	20
87	11
73	1
90	20
94	14
55	18
22	7
37	5
99	17
98	5
1	20
81	6
92	10
81	15
15	16
31	16
1	20
61	12
79	2
46	8
57	15
87	16
74	10
16	1
83	20
37	20
62	7
27	18
23	4
11	19
65	5
35	18
17	20
11	15
38	2
70	2
79	2
40	16
16	16
56	5
40	13
45	3
67	12
77	18
16	3
23	11
28	13
36	12
31	7
47	19
64	12
35	13
81	1
49	13
44	7
60	10
61	20
47	15
56	12
79	17
71	5
38	20
55	4
50	20
66	10
46	11
53	7
46	10
76	11
29	6
6	16
96	1
59	3
65	6
17	11
48	17
63	6
68	9
86	16
17	15
28	6
30	13
28	16
55	9
5	14
18	8
68	9
60	12
89	19
0	19
62	17
88	3
11	8
68	16
71	9
34	13
2	9
42	17
58	8
87	9
30	14
58	4
10	2
10	12
38	12
22	18
27	2
66	16
48	3
98	18
15	12
72	7
27	19
77	7
2	11
52	8
57	15
92	17
3	13
92	20
59	16
99	8
27	13
90	11
1	15
85	19
92	3
1	12
6	18
0	9
47	1
46	4
2	1
42	1
61	2
44	15
12	7
99	20
82	5
88	10
17	3
39	17
9	12
80	20
13	14
73	18
96	14
2	5
53	10
29	8
47	18
48	16
94	10
43	16
51	17
24	9
72	7
4	5
30	14
78	11
38	4
10	13
7	15
36	3
71	5
33	16
74	5
10	19
70	8
33	9
1	12
1	11
82	4
15	19
39	12
9	1
27	2
50	13
46	19
99	16
56	14
65	7
45	18
71	18
77	19
39	7
100	6
92	6
32	16
32	16
8	19
58	3
70	3
27	11
47	4
53	7
91	11
69	2
77	19
63	2
11	8
71	7
57	5
23	19
15	5
95	15
41	9
28	2
96	6
85	17
27	9
6	9
14	8
31	4
97	20
0	7
50	2
5	4
3	11
64	1
37	15
83	10
29	11
96	17
1	6
92	3
93	12
20	1
71	6
37	20
14	13
48	19
59	16
93	2
48	11
35	9
4	14
4	9
16	2
15	5
17	5
41	18
50	2
35	11
67	7
84	8
5	14
93	7
62	6
67	2
24	9
86	13
24	2
51	8
81	11
29	19
24	15
54	15
52	4
53	13
42	7
10	12
97	8
86	7
78	6
29	19
96	7
89	11
77	17
88	2
38	11
84	19
8	8
55	4
72	13
69	4
33	10
23	8
66	5
93	18
100	15
77	17
77	4
50	7
30	5
73	7
20	1
52	9
47	15
62	16
9	2
5	14
30	2
66	18
56	15
78	18
30	7
65	20
96	14
4	13
6	7
94	18
54	6
26	10
40	6
38	11
24	18
67	18
88	16
4	10
34	10
67	16
47	8
3	8
1	4
4	18
64	5
15	8
13	5
78	3
17	16
64	1
95	3
78	2
5	5
77	12
10	20
8	17
83	3
15	16
90	14
8	13
93	20
73	6
80	6
4	20
60	2
19	9
86	10
100	9
45	15
51	3
11	5
4	7
92	15
7	9
83	11
42	11
45	19
91	2
93	9
5	1
82	7
16	13
5	15
52	15
90	6
59	17
18	1
49	7
37	2
21	1
24	14
4	9
28	11
77	14
74	12
89	10
68	5
11	3
41	3
97	12
64	13
63	2
46	5
99	7
85	6
52	3
32	19
55	17
79	4
53	16
52	13
85	13
51	8
82	4
86	17
50	4
81	16
56	11
77	18
25	7
25	3
83	15
12	1
61	4
12	6
64	15
10	12
44	18
0	2
87	12
78	7
79	19
47	19
1	9
15	12
52	16
6	7
11	1
65	1
53	10
11	9
34	16
78	19
62	8
27	15
27	6
35	2
5	2
48	17
85	3
91	15
93	7
9	11
68	3
11	18
6	5
57	7
14	10
32	11
25	3
60	19
64	17
18	8
93	9
17	19
89	3
97	9
97	9
37	14
74	16
79	8
79	2
12	11
40	9
10	3
70	5
25	6
2	4
1	4
32	6
57	3
80	4
11	4
59	7
45	12
64	2
97	14
59	2
62	20
74	8
74	3
4	2
59	1
54	16
7	13
57	15
1	6
58	4
84	12
6	20
43	3
41	12
42	1
10	18
18	2
55	2
57	14
6	14
98	17
4	18
48	13
25	11
79	19
35	7
76	2
91	10
52	2
9	9
82	2
89	12
84	18
54	10
39	17
90	3
79	4
49	13
36	11
57	17
42	3
42	2
56	4
57	20
73	9
30	19
47	11
80	10
72	12
15	5
96	3
62	7
85	18
71	20
84	8
28	13
67	13
10	10
15	1
63	20
86	7
20	15
28	20
62	5
55	18
83	2
73	4
23	11
11	14
54	19
18	7
53	19
30	20
91	18
35	9
38	18
10	6
24	7
88	9
29	4
90	7
18	20
79	10
91	5
82	17
66	11
19	15
83	13
22	1
1	4
30	16
9	12
31	20
35	13
100	19
49	8
63	7
62	15
83	6
1	12
17	4
55	9
40	12
97	12
96	7
55	8
83	12
46	19
72	13
83	16
0	10
9	17
7	8
62	20
43	8
86	16
59	14
30	19
91	13
16	4
9	18
3	14
97	11
95	6
38	13
40	9
13	1
15	6
50	14
62	18
59	8
83	12
78	19
80	20
60	2
26	17
24	13
78	18
73	6
76	6
71	7
98	14
8	6
30	18
87	17
59	20
97	12
21	5
66	13
50	3
82	14
18	14
33	19
41	19
100	14
88	17
21	11
62	16
26	8
31	18
15	12
83	2
84	14
70	18
26	15
97	12
29	13
62	18
11	13
1	7
34	4
85	19
89	16
32	13
19	8
85	10
94	17
76	13
4	7
76	16
9	10
21	6
95	16
79	19
96	20
63	2
61	20
17	5
65	20
19	9
44	12
16	7
10	20
3	13
18	16
99	15
13	12
6	16
29	10
2	3
77	14
72	14
87	8
29	11
61	3
47	9
76	10
37	12
33	15
56	10
21	9
11	15
52	20
7	7
92	13
6	7
75	6
76	10
32	10
93	3
75	8
31	5
52	7
55	15
89	13
92	2
67	2
59	4
24	20
95	20
71	19
42	6
72	5
98	6
80	2
92	16
69	1
71	6
92	18
59	20
88	9
97	16
26	11
18	8
82	6
68	14
29	8
31	16
38	14
12	20
8	9
97	5
60	5
26	3
27	5
27	5
12	15
2	19
20	15
10	11
80	11
96	9
25	6
42	8
79	11
85	13
89	14
93	13
56	7
25	18
35	2
22	3
90	15
7	10
63	2
51	5
50	11
42	13
79	5
70	3
71	9
54	18
26	18
25	6
35	11
68	4
97	10
78	2
7	20
13	3
20	2
44	9
32	1
43	15
100	15
58	6
18	13
100	2
49	1
10	6
57	13
83	4
96	5
7	16
67	20
66	12
87	10
28	2
49	5
78	9
8	1
26	12
19	6
28	20
56	16
1	1
80	6
86	14
38	16
30	17
62	3
47	20
95	11
63	4
70	13
3	19
82	7
65	14
72	12
66	8
53	16
57	4
55	4
100	17
22	16
82	11
8	8
6	6
97	8
42	2
12	10
72	18
33	2
79	16
69	8
66	14
40	4
55	17
73	18
55	4
42	13
56	19
33	10
46	13
58	15
83	4
47	9
30	10
96	16
70	3
42	20
88	17
16	11
91	5
23	2
56	17
75	3
26	10
43	9
14	13
98	9
34	15
53	3
38	6
61	3
78	12
19	10
28	10
35	9
64	16
52	16
40	20
43	6
37	16
81	20
81	19
19	6
23	13
81	4
100	3
21	7
10	13
27	4
60	20
21	15
5	3
60	9
63	13
41	20
73	1
53	15
13	14
22	10
35	20
39	9
62	15
90	2
76	7
59	15
59	8
69	12
8	15
21	14
62	13
65	8
15	8
50	3
36	19
24	11
75	1
11	12
91	1
74	4
93	2
51	5
29	20
83	10
61	6
86	7
62	17
27	7
28	18
16	10
92	9
8	10
28	8
86	8
64	4
92	15
68	15
11	6
87	3
3	20
41	3
86	12
45	1
80	7
7	17
51	10
52	5
40	18
86	14
94	9
94	15
29	7
3	20
56	7
70	3
54	16
83	12
67	9
59	11
9	1
56	6
82	12
17	9
35	18
89	12
82	7
23	7
26	3
8	12
90	9
4	9
83	10
60	10
7	10
79	1
17	19
61	13
92	15
65	19
92	11
41	8
58	4
99	3
46	15
56	9
0	15
73	1
34	14
31	8
13	5
2	4
39	8
17	11
90	12
86	13
35	20
9	2
28	4
43	12
65	12
64	7
46	9
72	4
57	2
73	3
36	2
16	1
42	13
61	12
89	6
33	12
22	16
57	17
98	11
69	19
45	18
30	15
80	12
59	19
29	1
64	18
99	10
13	7
32	17
18	4
38	17
69	13
4	11
14	10
66	20
53	19
29	11
58	6
33	4
48	17
74	11
40	19
59	11
49	4
80	14
58	10
19	4
86	13
22	18
90	14
51	4
3	5
33	8
55	4
66	10
66	10
11	18
41	9
14	15
66	4
75	6
52	11
93	4
46	10
55	7
34	14
98	19
9	20
33	13
66	16
29	4
89	8
100	1
86	19
88	11
79	17
84	17
4	19
55	15
4	10
99	19
41	10
34	13
18	15
82	16
53	4
6	19
66	2
70	18
40	4
77	3
82	3
62	9
16	14
35	10
38	2
54	1
97	8
85	12
45	2
75	9
25	7
100	5
74	7
47	4
93	13
32	17
85	4
57	9
64	11
72	8
33	1
4	15
36	15
32	10
36	1
58	3
77	10
99	16
77	2
66	13
16	4
27	12
10	12
99	20
1	15
61	11
49	4
1	9
33	8
78	18
79	10
73	4
95	1
74	15
35	20
92	15
54	10
80	13
1	13
19	6
32	10
93	10
72	13
81	18
35	10
54	8
2	2
34	8
95	3
17	19
21	8
27	1
53	11
16	3
13	11
43	7
40	2
35	5
87	6
24	15
4	5
56	5
88	11
9	8
64	15
41	8
32	1
60	8
63	4
28	4
67	18
18	2
23	17
94	6
78	11
27	11
100	16
90	1
82	13
50	9
33	12
63	10
67	7
63	7
25	19
47	3
78	18
0	7
32	10
56	15
36	8
91	6
12	9
74	1
66	12
27	17
98	2
19	10
20	1
60	6
20	20
69	16
78	16
72	18
77	10
46	18
98	19
100	7
1	5
46	3
20	1
35	6
96	14
1	2
72	13
67	18
99	19
1	18
89	17
79	5
8	13
87	12
45	4
6	4
57	3
29	11
56	9
78	3
95	18
91	3
78	8
45	8
92	11
69	3
71	14
90	7
21	16
23	7
52	1
46	17
6	7
23	6
83	18
13	15
26	16
32	19
83	7
65	6
32	19
1	20
80	2
34	15
94	1
25	5
10	14
25	14
21	9
8	13
22	18
28	20
5	8
80	2
76	15
54	8
72	1
41	17
97	13
64	11
3	11
66	18
87	20
65	12
75	10
8	19
74	12
65	13
100	4
98	15
30	12
28	2
54	18
85	3
17	2
78	15
54	8
34	11
96	10
74	20
86	19
27	18
12	10
10	8
43	10
41	4
13	6
23	14
63	11
29	3
35	17
52	3
92	7
33	4
71	5
20	14
5	2
91	3
59	20
21	14
40	6
41	18
18	9
13	16
94	15
6	17
7	11
11	5
26	18
80	10
12	7
55	9
64	7
74	5
73	4
71	5
51	13
33	12
5	18
96	13
74	1
18	4
47	15
40	7
78	12
77	18
92	20
3	15
52	14
62	15
61	14
11	16
20	1
7	7
70	20
33	16
68	16
70	10
34	18
65	13
24	11
29	9
1	9
9	2
51	8
96	6
55	5
36	1
52	12
55	16
56	20
37	13
95	4
76	18
71	2
17	6
16	8
87	7
25	2
53	15
51	7
69	3
49	10
99	14
64	4
53	11
1	13
81	20
85	18
93	2
65	6
63	18
16	7
11	2
66	15
95	6
42	14
49	16
26	8
